State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Satara,Satara,Onion,Local,FAQ,14/06/2026,2256.0,2477.0,2364.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,15/06/2026,2217.0,2437.0,2347.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,16/06/2026,2283.0,2469.0,2349.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,17/06/2026,2241.0,2452.0,2370.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,18/06/2026,2293.0,2500.0,2361.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,19/06/2026,2236.0,2416.0,2351.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,20/06/2026,2345.0,2541.0,2403.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,21/06/2026,2246.0,2477.0,2376.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,22/06/2026,2226.0,2491.0,2374.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,23/06/2026,2273.0,2453.0,2386.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,24/06/2026,2315.0,2432.0,2381.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,25/06/2026,2300.0,2509.0,2406.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,26/06/2026,2362.0,2543.0,2420.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,27/06/2026,2359.0,2564.0,2428.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,28/06/2026,2311.0,2513.0,2432.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,29/06/2026,2368.0,2597.0,2465.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,30/06/2026,2313.0,2545.0,2412.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,01/07/2026,2313.0,2464.0,2397.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,02/07/2026,2358.0,2492.0,2418.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,03/07/2026,2368.0,2517.0,2432.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,04/07/2026,2357.0,2584.0,2472.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,05/07/2026,2379.0,2598.0,2464.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,06/07/2026,2361.0,2537.0,2474.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,07/07/2026,2356.0,2557.0,2474.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,08/07/2026,2395.0,2598.0,2462.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,09/07/2026,2394.0,2601.0,2467.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,10/07/2026,2370.0,2590.0,2489.0
Maharashtra,Satara,Satara,Onion,Local,FAQ,11/07/2026,2374.0,2526.0,2455.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/12/2025,2176.0,2440.0,2313.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/12/2025,2188.0,2433.0,2317.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/12/2025,2211.0,2434.0,2328.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/12/2025,2261.0,2417.0,2322.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/12/2025,2244.0,2437.0,2349.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/12/2025,2198.0,2407.0,2346.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/12/2025,2209.0,2475.0,2333.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,11/12/2025,2253.0,2467.0,2331.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,12/12/2025,2218.0,2473.0,2343.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,13/12/2025,2285.0,2483.0,2337.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/12/2025,2181.0,2392.0,2314.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,15/12/2025,2204.0,2402.0,2341.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,16/12/2025,2290.0,2424.0,2350.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,17/12/2025,2345.0,2493.0,2396.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,18/12/2025,2336.0,2496.0,2416.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,19/12/2025,2251.0,2430.0,2375.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,20/12/2025,2260.0,2468.0,2399.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,21/12/2025,2384.0,2516.0,2442.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,22/12/2025,2388.0,2577.0,2444.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,23/12/2025,2363.0,2534.0,2473.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,24/12/2025,2359.0,2604.0,2497.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,25/12/2025,2408.0,2603.0,2510.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,26/12/2025,2366.0,2603.0,2493.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,27/12/2025,2309.0,2542.0,2448.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,28/12/2025,2379.0,2608.0,2488.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,29/12/2025,2447.0,2622.0,2521.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,30/12/2025,2416.0,2630.0,2515.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,31/12/2025,2348.0,2603.0,2493.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,01/01/2026,2382.0,2552.0,2495.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,02/01/2026,2462.0,2623.0,2537.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,03/01/2026,2458.0,2600.0,2522.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/01/2026,2374.0,2604.0,2521.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/01/2026,2375.0,2564.0,9944.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/01/2026,2412.0,2585.0,2483.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/01/2026,2346.0,2583.0,2476.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/01/2026,2356.0,2536.0,2457.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/01/2026,2394.0,2565.0,2453.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/01/2026,2409.0,2555.0,2470.0
Maharashtra,Pune,PUNE,onion,Local,FAQ,11/01/2026,2398.0,2617.0,2497.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,12/01/2026,2348.0,2560.0,2497.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,13/01/2026,2387.0,2570.0,
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/01/2026,2301.0,2563.0,2442.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,15/01/2026,2270.0,2548.0,2402.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,16/01/2026,2292.0,2474.0,2424.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,17/01/2026,2336.0,2468.0,2412.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,18/01/2026,2306.0,2535.0,2416.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,19/01/2026,2313.0,2496.0,2409.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,20/01/2026,2325.0,2479.0,2387.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,21/01/2026,2326.0,2469.0,2384.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,22/01/2026,2242.0,2503.0,2386.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,23/01/2026,2249.0,2409.0,2358.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,24/01/2026,2280.0,2535.0,2394.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,25/01/2026,2296.0,2480.0,2418.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,26/01/2026,2285.0,2482.0,2425.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,27/01/2026,2345.0,2488.0,2396.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,28/01/2026,2319.0,2498.0,2399.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,29/01/2026,2323.0,2491.0,2385.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,30/01/2026,2303.0,2510.0,2387.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,31/01/2026,2293.0,2505.0,2412.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,01/02/2026,2305.0,2500.0,2422.0
Maharashtra,Pune,PUNE,onion,Local,FAQ,02/02/2026,2352.0,2577.0,2447.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,03/02/2026,2299.0,2567.0,2431.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/02/2026,2345.0,2535.0,2427.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/02/2026,2361.0,2558.0,2448.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/02/2026,2386.0,2540.0,2473.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/02/2026,2408.0,2565.0,2501.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/02/2026,2429.0,2547.0,2494.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/02/2026,2398.0,2627.0,2513.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/02/2026,2408.0,2580.0,2499.0
Maharashtra,Pune,PUNE,onion,Local,FAQ,11/02/2026,2376.0,2605.0,2494.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,12/02/2026,2314.0,2558.0,2463.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,13/02/2026,2329.0,2512.0,2448.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/02/2026,2335.0,2582.0,2436.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,15/02/2026,2348.0,2490.0,2436.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,16/02/2026,2368.0,2486.0,2434.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,17/02/2026,2299.0,2521.0,2425.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,18/02/2026,2377.0,2585.0,2439.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,19/02/2026,2350.0,2570.0,2431.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,20/02/2026,2313.0,2540.0,2461.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,21/02/2026,2324.0,2559.0,2470.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,22/02/2026,2327.0,2496.0,2431.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,23/02/2026,2297.0,2506.0,2402.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,24/02/2026,2324.0,2498.0,2418.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,25/02/2026,2355.0,2500.0,2431.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,26/02/2026,2350.0,2574.0,2427.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,27/02/2026,2309.0,2500.0,2415.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,28/02/2026,2294.0,2501.0,2388.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,01/03/2026,2295.0,2484.0,2394.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,02/03/2026,2310.0,2492.0,2422.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,03/03/2026,2381.0,2525.0,2471.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/03/2026,2464.0,2683.0,2537.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/03/2026,2358.0,2621.0,2499.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/03/2026,2463.0,2655.0,2526.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/03/2026,2467.0,2658.0,2529.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/03/2026,2400.0,2609.0,2544.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/03/2026,2439.0,2683.0,2535.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/03/2026,2454.0,2651.0,
Maharashtra,Pune,Pune,Onion,Local,FAQ,11/03/2026,2483.0,2632.0,2562.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,12/03/2026,2446.0,2646.0,2547.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,13/03/2026,2473.0,2718.0,2581.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/03/2026,2447.0,2706.0,2580.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,15/03/2026,2480.0,2733.0,2587.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,16/03/2026,2447.0,2676.0,2582.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,17/03/2026,2443.0,2717.0,2578.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,18/03/2026,2480.0,2736.0,2593.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,19/03/2026,2468.0,2618.0,2520.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,20/03/2026,2429.0,2611.0,2548.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,21/03/2026,2491.0,2657.0,2571.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,22/03/2026,2485.0,2702.0,2556.0
Maharashtra,Pune,PUNE,onion,Local,FAQ,23/03/2026,2526.0,2727.0,2577.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,24/03/2026,2522.0,2652.0,2601.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,25/03/2026,2490.0,2747.0,2614.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,26/03/2026,2473.0,2725.0,2598.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,27/03/2026,2493.0,2736.0,2609.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,28/03/2026,2559.0,2717.0,2618.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,29/03/2026,2586.0,2735.0,2644.0
Maharashtra,Pune,PUNE,onion,Local,FAQ,30/03/2026,2542.0,2688.0,2627.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,31/03/2026,2493.0,2769.0,2624.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,01/04/2026,2518.0,2676.0,2576.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,02/04/2026,2453.0,2703.0,2582.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,03/04/2026,2469.0,2620.0,2542.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/04/2026,2393.0,2666.0,2523.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/04/2026,2461.0,2641.0,2543.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/04/2026,2465.0,2652.0,2538.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/04/2026,2454.0,2655.0,2540.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/04/2026,2485.0,2686.0,2547.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/04/2026,2362.0,2583.0,2471.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/04/2026,2419.0,2594.0,2476.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,11/04/2026,2364.0,2626.0,2496.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,12/04/2026,2367.0,2574.0,2472.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,13/04/2026,2405.0,2582.0,2482.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/04/2026,2391.0,2532.0,2469.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,15/04/2026,2331.0,2538.0,2456.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,16/04/2026,2410.0,2561.0,2460.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,17/04/2026,2317.0,2501.0,2451.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,18/04/2026,2380.0,2579.0,2455.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,19/04/2026,2353.0,2516.0,2439.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,20/04/2026,2297.0,2512.0,2431.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,21/04/2026,2345.0,2579.0,2438.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,22/04/2026,2355.0,2589.0,2443.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,23/04/2026,2350.0,2538.0,2449.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,24/04/2026,2322.0,2555.0,2435.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,25/04/2026,2312.0,2585.0,2459.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,26/04/2026,2345.0,2610.0,2490.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,27/04/2026,2346.0,2588.0,2474.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,28/04/2026,2411.0,2552.0,2466.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,29/04/2026,2373.0,2562.0,2466.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,30/04/2026,2410.0,2568.0,2481.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,01/05/2026,2342.0,2561.0,2469.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,02/05/2026,2333.0,2600.0,2465.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,03/05/2026,2384.0,2619.0,2481.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/05/2026,2380.0,2570.0,2452.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/05/2026,2349.0,2528.0,2413.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/05/2026,2310.0,2516.0,2434.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/05/2026,2283.0,2474.0,2404.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/05/2026,2306.0,2524.0,2445.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/05/2026,2370.0,2533.0,2431.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/05/2026,2350.0,2561.0,2427.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,11/05/2026,2323.0,2512.0,2422.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,12/05/2026,2294.0,2507.0,2397.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,13/05/2026,2250.0,2498.0,2396.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/05/2026,2272.0,2471.0,2390.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,15/05/2026,2306.0,2556.0,2408.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,16/05/2026,2363.0,2478.0,2426.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,17/05/2026,2380.0,2519.0,2442.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,18/05/2026,2405.0,2536.0,2457.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,19/05/2026,2375.0,2547.0,2460.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,20/05/2026,2449.0,2579.0,2499.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,21/05/2026,2368.0,2555.0,2503.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,22/05/2026,2364.0,2632.0,2504.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,23/05/2026,2408.0,2578.0,2498.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,24/05/2026,2479.0,2609.0,2536.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,25/05/2026,2408.0,2630.0,2533.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,26/05/2026,2436.0,2638.0,2492.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,27/05/2026,2346.0,2550.0,2492.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,28/05/2026,2411.0,2571.0,2498.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,29/05/2026,2377.0,2617.0,2489.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,30/05/2026,2373.0,2546.0,2481.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,31/05/2026,2404.0,2610.0,2493.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,01/06/2026,2446.0,2607.0,2522.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,02/06/2026,2419.0,2655.0,2516.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,03/06/2026,2407.0,2584.0,2528.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/06/2026,2444.0,2653.0,2507.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/06/2026,2456.0,2633.0,2559.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/06/2026,2552.0,2687.0,2610.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/06/2026,2479.0,2706.0,2610.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/06/2026,2500.0,2621.0,2554.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/06/2026,2498.0,2664.0,2593.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/06/2026,2436.0,2652.0,2582.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,11/06/2026,2452.0,2746.0,10388.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,12/06/2026,2463.0,2666.0,2557.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,13/06/2026,2511.0,2680.0,2568.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/06/2026,2453.0,2645.0,2579.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,15/06/2026,2482.0,2702.0,2580.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,16/06/2026,2481.0,2664.0,2598.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,17/06/2026,2458.0,2692.0,2565.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,18/06/2026,2506.0,2643.0,2557.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,19/06/2026,2414.0,2630.0,2557.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,20/06/2026,2444.0,2661.0,2526.0
Maharashtra,Pune,PUNE,onion,Local,FAQ,21/06/2026,2418.0,2601.0,2541.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,22/06/2026,2432.0,2646.0,2530.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,23/06/2026,2467.0,2608.0,2529.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,24/06/2026,2398.0,2601.0,2547.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,25/06/2026,2417.0,2630.0,2543.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,26/06/2026,2436.0,2723.0,2578.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,27/06/2026,2455.0,2649.0,2563.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,28/06/2026,2440.0,2632.0,2546.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,29/06/2026,2450.0,2640.0,2566.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,30/06/2026,2494.0,2620.0,2566.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,01/07/2026,2488.0,2610.0,2542.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,02/07/2026,2387.0,2640.0,2532.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,03/07/2026,2455.0,2657.0,2549.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,04/07/2026,2512.0,2675.0,2590.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,05/07/2026,2453.0,2737.0,2592.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,06/07/2026,2460.0,2686.0,2588.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,07/07/2026,2511.0,2681.0,2611.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,08/07/2026,2496.0,2715.0,2579.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,09/07/2026,2517.0,2645.0,2588.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,10/07/2026,2392.0,2657.0,2523.0
Maharashtra,Pune,Pune,Onion,Local,FAQ,11/07/2026,2445.0,2647.0,2528.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,04/12/2025,2352.0,2555.0,2417.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,05/12/2025,2343.0,2525.0,2447.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,06/12/2025,2371.0,2561.0,2434.0
Maharashtra,Nashik,NASHIK,onion,Local,FAQ,07/12/2025,2382.0,2524.0,2432.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,08/12/2025,2268.0,2488.0,2415.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,09/12/2025,2336.0,2496.0,
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,10/12/2025,2309.0,2568.0,2433.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,11/12/2025,2312.0,2484.0,2404.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,12/12/2025,2302.0,2502.0,2434.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,13/12/2025,2323.0,2550.0,2410.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,14/12/2025,2286.0,2511.0,2395.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,15/12/2025,2372.0,2534.0,2430.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,16/12/2025,2282.0,2518.0,2410.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,17/12/2025,2278.0,2477.0,2423.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,18/12/2025,2359.0,2560.0,2439.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,19/12/2025,2275.0,2461.0,2401.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,20/12/2025,2364.0,2594.0,2451.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,21/12/2025,2396.0,2649.0,2529.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,22/12/2025,2379.0,2640.0,2521.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,23/12/2025,2443.0,2702.0,2566.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,24/12/2025,2517.0,2672.0,2587.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,25/12/2025,2487.0,2719.0,2571.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,26/12/2025,2459.0,2688.0,2582.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,27/12/2025,2457.0,2702.0,2602.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,28/12/2025,2446.0,2698.0,2575.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,29/12/2025,2477.0,2618.0,2565.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,30/12/2025,2407.0,2659.0,2527.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,31/12/2025,2413.0,2665.0,2518.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,01/01/2026,2396.0,2654.0,2518.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,02/01/2026,2434.0,2632.0,2502.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,03/01/2026,2385.0,2585.0,2448.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,04/01/2026,2409.0,2556.0,2475.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,05/01/2026,2376.0,2623.0,2493.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,06/01/2026,2408.0,2595.0,2483.0
Maharashtra,Nashik,Nashik,Onion,Local,FAQ,07/01/2026,2372.0,2564.0,2513.0
