State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Is_Outlier
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-16,2061.0,2269.0,2173.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-17,2110.0,2334.0,2198.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-18,2083.0,2220.0,2136.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-19,2105.0,2283.0,2193.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-20,2107.0,2344.0,2218.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-21,2148.0,2401.0,2279.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-22,2224.0,2441.0,2298.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-23,2249.0,2448.0,2305.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-25,2202.0,2361.0,2280.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-26,2203.0,2395.0,2284.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-27,2197.0,2396.0,2319.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-28,2226.0,2412.0,2294.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-29,2221.0,2392.0,2289.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-30,2167.0,2350.0,2274.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2025-12-31,2136.0,2380.0,2282.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-01,2233.0,2400.0,2287.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-02,2176.0,2431.0,2321.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-03,2250.0,2394.0,2323.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-04,2213.0,2415.0,2324.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-05,2164.0,2369.0,2292.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-06,2143.0,2367.0,2275.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-07,2146.0,2353.0,2258.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-08,2156.0,2332.0,2265.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-09,2209.0,2341.0,2281.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-10,2239.0,2405.0,2291.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-11,2243.0,2405.0,2316.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-12,2262.0,2471.0,2371.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-13,2258.0,2473.0,2351.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-15,2329.0,2464.0,2406.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-16,2388.0,2586.0,2447.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-17,2359.0,2517.0,2432.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-18,2350.0,2509.0,2407.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-19,2275.0,2528.0,2413.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-20,2271.0,2456.0,2374.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-21,2255.0,2520.0,2404.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-22,2268.0,2497.0,2374.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-23,2250.0,2502.0,2356.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-24,2287.0,2474.0,2355.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-25,2299.0,2454.0,2359.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-26,2198.0,2409.0,2324.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-27,2208.0,2424.0,2351.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-28,2276.0,2431.0,2366.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-29,2295.0,2509.0,2397.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-30,2341.0,2526.0,2400.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-01-31,2276.0,2525.0,2404.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-01,2346.0,2480.0,2400.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-02,2321.0,2524.0,2380.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-03,2242.0,2428.0,2347.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-04,2209.0,2421.0,2319.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-05,2124.0,2366.0,2266.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-06,2180.0,2406.0,2268.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-07,2128.0,2396.0,2265.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-08,2190.0,2338.0,2248.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-09,2206.0,2392.0,2273.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-10,2160.0,2406.0,2274.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-11,2211.0,2410.0,2274.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-12,2162.0,2399.0,2273.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-13,2227.0,2394.0,2294.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-14,2180.0,2324.0,2267.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-15,2206.0,2323.0,2259.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-16,2114.0,2354.0,2261.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-17,2193.0,2375.0,2274.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-20,2185.0,2390.0,2241.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-21,2223.0,2399.0,2279.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-22,2144.0,2319.0,2263.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-23,2155.0,2406.0,2256.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-24,2186.0,2379.0,2267.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-25,2194.0,2390.0,2297.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-26,2175.0,2353.0,2262.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-27,2124.0,2380.0,2257.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-02-28,2190.0,2318.0,2242.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-01,2052.0,2242.0,2178.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-02,2090.0,2215.0,2141.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-03,1997.0,2275.0,2145.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-04,2084.0,2250.0,2145.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-05,2064.0,2293.0,2159.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-06,2094.0,2241.0,2159.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-07,2011.0,2233.0,2135.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-08,2005.0,2230.0,2101.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-09,1922.0,2207.0,2061.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-10,1925.0,2138.0,2044.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-11,1995.0,2204.0,2070.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-12,2008.0,2264.0,2124.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-13,1995.0,2220.0,2109.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-14,2044.0,2233.0,2109.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-15,1990.0,2209.0,2091.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-16,2025.0,2133.0,2082.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-17,1940.0,2210.0,2086.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-18,1967.0,2179.0,2052.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-19,1912.0,2097.0,2028.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-20,1981.0,2110.0,2058.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-21,2018.0,2223.0,2076.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-22,1989.0,2189.0,2101.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-23,2011.0,2144.0,2082.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-24,2001.0,2218.0,2115.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-25,2075.0,2276.0,2129.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-26,1965.0,2223.0,2113.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-27,2028.0,2261.0,2136.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-28,2086.0,2233.0,2149.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-29,2033.0,2248.0,2176.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-30,2056.0,2261.0,2150.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-03-31,1957.0,2175.0,2101.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-01,1956.0,2210.0,2095.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-02,2010.0,2221.0,2089.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-04,1957.0,2214.0,2091.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-05,2040.0,2213.0,2108.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-06,1989.0,2281.0,2137.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-07,2015.0,2218.0,2147.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-08,2030.0,2265.0,2131.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-09,2030.0,2240.0,2139.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-10,2101.0,2288.0,2181.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-11,2086.0,2326.0,2200.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-12,2144.0,2306.0,2210.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-13,2074.0,2274.0,2204.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-14,2077.0,2306.0,2183.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-15,2067.0,2281.0,2153.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-16,2059.0,2215.0,2164.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-17,1999.0,2232.0,2145.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-18,2078.0,2226.0,2161.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-19,2029.0,2266.0,2179.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-20,2075.0,2292.0,2170.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-21,2086.0,2266.0,2175.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-22,2079.0,2249.0,2199.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-23,2032.0,2220.0,2161.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-24,2083.0,2290.0,2192.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-25,2070.0,2284.0,2178.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-26,2077.0,2293.0,2183.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-27,2131.0,2341.0,2208.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-28,2123.0,2281.0,2223.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-29,2091.0,2340.0,2219.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-04-30,2078.0,2309.0,2207.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-01,2096.0,2272.0,2179.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-02,2115.0,2246.0,2174.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-03,2062.0,2355.0,2212.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-04,2114.0,2320.0,2228.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-06,2139.0,2361.0,2273.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-07,2252.0,2406.0,2320.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-09,2282.0,2506.0,2362.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-10,2242.0,2411.0,2318.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-11,2235.0,2429.0,2331.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-12,2254.0,2375.0,2317.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-13,2223.0,2440.0,2317.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-14,2234.0,2427.0,2361.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-15,2211.0,2452.0,2336.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-16,2197.0,2400.0,2343.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-17,2265.0,2416.0,2341.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-18,2195.0,2411.0,2336.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-19,2264.0,2487.0,2359.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-20,2282.0,2438.0,2339.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-21,2193.0,2418.0,2278.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-22,2248.0,2416.0,2300.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-23,2158.0,2357.0,2302.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-24,2223.0,2391.0,2315.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-25,2265.0,2442.0,2335.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-27,2202.0,2328.0,2263.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-28,2219.0,2367.0,2292.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-29,2195.0,2358.0,2297.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-30,2190.0,2448.0,2326.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-05-31,2226.0,2388.0,2330.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-01,2225.0,2419.0,2321.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-02,2236.0,2423.0,2332.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-03,2239.0,2459.0,2354.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-04,2224.0,2451.0,2355.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-05,2282.0,2466.0,2337.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-06,2255.0,2404.0,2321.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-07,2175.0,2403.0,2301.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-08,2171.0,2446.0,2309.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-09,2228.0,2397.0,2302.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-10,2220.0,2424.0,2324.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-11,2261.0,2438.0,2322.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-12,2184.0,2458.0,2312.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-13,2271.0,2443.0,2341.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-14,2256.0,2477.0,2364.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-15,2217.0,2437.0,2347.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-16,2283.0,2469.0,2349.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-17,2241.0,2452.0,2370.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-18,2293.0,2500.0,2361.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-19,2236.0,2416.0,2351.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-20,2345.0,2541.0,2403.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-21,2246.0,2477.0,2376.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-22,2226.0,2491.0,2374.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-23,2273.0,2453.0,2386.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-24,2315.0,2432.0,2381.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-25,2300.0,2509.0,2406.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-26,2362.0,2543.0,2420.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-27,2359.0,2564.0,2428.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-28,2311.0,2513.0,2432.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-29,2368.0,2597.0,2465.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-06-30,2313.0,2545.0,2412.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-01,2313.0,2464.0,2397.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-02,2358.0,2492.0,2418.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-03,2368.0,2517.0,2432.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-04,2357.0,2584.0,2472.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-05,2379.0,2598.0,2464.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-06,2361.0,2537.0,2474.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-07,2356.0,2557.0,2474.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-08,2395.0,2598.0,2462.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-09,2394.0,2601.0,2467.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-10,2370.0,2590.0,2489.0,False
Maharashtra,Satara,Satara,Onion,Local,FAQ,2026-07-11,2374.0,2526.0,2455.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-12,1058.0,1190.0,1113.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-13,977.0,1195.0,1092.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-14,969.0,1187.0,1088.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-15,1005.0,1183.0,1106.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-16,936.0,1201.0,1057.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-17,899.0,1036.0,982.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-18,1008.0,1201.0,1075.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-19,919.0,1212.0,1067.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-20,956.0,1171.0,1076.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-21,965.0,1204.0,1069.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-22,901.0,1108.0,1000.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-23,920.0,1129.0,989.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-24,962.0,1132.0,1022.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-25,1003.0,1123.0,1065.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-26,883.0,1051.0,992.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-27,920.0,1080.0,1013.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-02-28,895.0,1097.0,1014.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-01,963.0,1170.0,1022.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-02,889.0,1056.0,1004.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-03,823.0,1058.0,954.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-04,881.0,1087.0,947.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-05,824.0,1018.0,943.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-06,842.0,1039.0,949.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-07,850.0,1008.0,936.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-08,855.0,1042.0,947.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-09,836.0,1044.0,911.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-10,919.0,1067.0,999.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-11,910.0,1090.0,969.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-12,898.0,1079.0,987.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-13,861.0,1045.0,958.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-14,833.0,1066.0,949.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-15,851.0,1026.0,930.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-16,861.0,1053.0,913.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-17,824.0,968.0,895.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-18,761.0,933.0,875.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-19,801.0,978.0,864.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-20,796.0,978.0,902.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-21,757.0,934.0,872.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-22,723.0,910.0,800.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-23,705.0,992.0,842.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-24,725.0,874.0,798.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-25,750.0,935.0,848.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-26,754.0,929.0,841.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-27,729.0,978.0,863.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-28,683.0,869.0,815.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-29,711.0,949.0,848.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-30,729.0,897.0,846.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-03-31,633.0,865.0,770.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-01,649.0,843.0,743.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-02,642.0,850.0,732.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-03,637.0,878.0,747.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-04,683.0,834.0,744.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-05,632.0,826.0,768.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-06,655.0,847.0,712.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-07,627.0,864.0,731.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-08,635.0,761.0,698.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-09,627.0,801.0,718.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-10,609.0,863.0,720.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-11,677.0,830.0,756.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-12,639.0,824.0,768.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-13,665.0,894.0,771.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-14,616.0,812.0,701.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-15,625.0,815.0,739.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-16,748.0,868.0,806.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-17,672.0,926.0,806.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-18,630.0,844.0,759.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-19,640.0,765.0,709.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-20,555.0,813.0,664.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-21,510.0,763.0,643.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-22,522.0,758.0,667.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-23,541.0,749.0,654.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-24,647.0,817.0,716.0,False
Maharashtra,Nashik,Nashik,Potato,Local,FAQ,2026-04-25,633.0,873.0,757.0,False
